t,date,target,pred,post,y0,y1,x0,x1,cx,cy
27,2014-08-18 18:05:00+00:00,1.3737279,1.2714089,1.2714089,52,73,52,73,0.040364586,0.5101563
27,2014-08-18 18:05:00+00:00,1.4899639,1.5958052,1.5958052,52,73,73,94,0.36927083,0.5605469
27,2014-08-18 18:05:00+00:00,1.2834716,1.3438829,1.3438829,52,73,94,115,0.76171875,0.54765624
28,2014-08-25 18:15:00+00:00,2.7650762,3.8335767,3.8335767,31,52,31,52,-0.3098958,0.040234372
28,2014-08-25 18:15:00+00:00,2.3913603,2.5543213,2.5543213,31,52,52,73,0.027083335,0.029687501
28,2014-08-25 18:15:00+00:00,2.6519754,3.1396475,3.1396475,31,52,73,94,0.39140627,0.01328125
28,2014-08-25 18:15:00+00:00,2.0792966,2.2662508,2.2662508,31,52,94,115,0.73333335,0.025000002
28,2014-08-25 18:15:00+00:00,1.7725095,2.2225595,2.2225595,52,73,31,52,-0.32343748,0.54648435
28,2014-08-25 18:15:00+00:00,1.9340415,1.7612549,1.7612549,52,73,52,73,0.034374997,0.509375
28,2014-08-25 18:15:00+00:00,2.0206258,2.3195014,2.3195014,52,73,73,94,0.37942708,0.5511719
28,2014-08-25 18:15:00+00:00,1.7533655,1.9856496,1.9856496,52,73,94,115,0.7416667,0.53125
29,2014-08-26 18:55:00+00:00,1.9830122,1.2446467,1.2446467,10,31,94,115,0.7317709,-0.47460938
29,2014-08-26 18:55:00+00:00,2.3390064,2.7974946,2.7974946,31,52,52,73,0.031510416,0.017968751
29,2014-08-26 18:55:00+00:00,2.762278,3.1146905,3.1146905,31,52,73,94,0.38619792,0.0125
29,2014-08-26 18:55:00+00:00,2.1367972,2.2861397,2.2861397,31,52,94,115,0.73333335,0.025000002
29,2014-08-26 18:55:00+00:00,1.7894567,2.4782135,2.4782135,52,73,31,52,-0.3440104,0.55937505
29,2014-08-26 18:55:00+00:00,2.1243768,2.335909,2.335909,52,73,73,94,0.38125,0.5511719
29,2014-08-26 18:55:00+00:00,1.716166,1.8249679,1.8249679,52,73,94,115,0.7447917,0.53164065
30,2014-08-27 18:00:00+00:00,1.6664413,1.8180803,1.8180803,31,52,94,115,0.73333335,0.025000002
30,2014-08-27 18:00:00+00:00,1.3634256,1.424463,1.424463,52,73,31,52,-0.32473958,0.53125
31,2014-08-28 18:45:00+00:00,2.8071156,1.5155202,1.5155202,10,31,94,115,0.7221354,-0.48945314
31,2014-08-28 18:45:00+00:00,4.3563395,4.339669,4.339669,31,52,10,31,-0.65729165,0.124609366
31,2014-08-28 18:45:00+00:00,3.5347235,4.253017,4.253017,31,52,31,52,-0.31041664,0.041015625
31,2014-08-28 18:45:00+00:00,2.2719262,2.971207,2.971207,52,73,31,52,-0.32395834,0.540625
31,2014-08-28 18:45:00+00:00,2.6849923,2.8975797,2.8975797,52,73,73,94,0.38046876,0.5546875
31,2014-08-28 18:45:00+00:00,2.1728754,2.367279,2.367279,52,73,94,115,0.7505208,0.5296875
32,2014-09-03 18:05:00+00:00,1.6956062,1.735899,1.735899,10,31,94,115,0.7221354,-0.46328124
32,2014-09-03 18:05:00+00:00,2.8785157,3.5679398,3.5679398,31,52,31,52,-0.30625,0.052734375
32,2014-09-03 18:05:00+00:00,3.26445,2.6638467,2.6638467,31,52,52,73,0.019791668,0.035156254
32,2014-09-03 18:05:00+00:00,2.8057435,2.6776376,2.6776376,31,52,94,115,0.73333335,0.025000002
32,2014-09-03 18:05:00+00:00,2.6028354,3.129864,3.129864,52,73,31,52,-0.3205729,0.5453125
32,2014-09-03 18:05:00+00:00,2.505385,2.6972544,2.6972544,52,73,52,73,0.04114584,0.5144531
32,2014-09-03 18:05:00+00:00,2.8959498,3.433353,3.433353,52,73,73,94,0.37265623,0.5554688
32,2014-09-03 18:05:00+00:00,2.8483276,3.2044952,3.2044952,52,73,94,115,0.74609375,0.5332031
33,2014-09-04 18:50:00+00:00,2.7914548,2.5031006,2.5031006,31,52,94,115,0.7294271,0.029687501
34,2014-09-07 17:40:00+00:00,2.0001097,1.4665822,1.4665822,10,31,94,115,0.72239584,-0.47890627
34,2014-09-07 17:40:00+00:00,3.7864199,4.0361085,4.0361085,31,52,10,31,-0.62630206,0.11679688
34,2014-09-07 17:40:00+00:00,3.2026463,3.4612002,3.4612002,31,52,31,52,-0.31458336,0.0359375
34,2014-09-07 17:40:00+00:00,3.118557,2.726825,2.726825,31,52,52,73,0.021354169,0.028906252
34,2014-09-07 17:40:00+00:00,2.260359,2.3786967,2.3786967,31,52,94,115,0.73333335,0.025000002
34,2014-09-07 17:40:00+00:00,2.7400796,3.0325925,3.0325925,52,73,31,52,-0.31093752,0.53867185
34,2014-09-07 17:40:00+00:00,2.46956,2.6658592,2.6658592,52,73,52,73,0.038020834,0.5058594
34,2014-09-07 17:40:00+00:00,3.082122,3.3282082,3.3282082,52,73,73,94,0.3752604,0.5289062
34,2014-09-07 17:40:00+00:00,2.92717,2.8475027,2.8475027,52,73,94,115,0.74817705,0.52617186
35,2014-09-08 18:25:00+00:00,2.0597367,1.4096822,1.4096822,10,31,94,115,0.72838545,-0.46601564
35,2014-09-08 18:25:00+00:00,4.0235596,3.9867678,3.9867678,31,52,31,52,-0.30546874,0.041796878
35,2014-09-08 18:25:00+00:00,3.8353791,2.937675,2.937675,31,52,52,73,0.031770833,0.03046875
35,2014-09-08 18:25:00+00:00,2.2246811,2.6307242,2.6307242,31,52,94,115,0.73333335,0.025000002
35,2014-09-08 18:25:00+00:00,3.4710586,3.648985,3.648985,52,73,31,52,-0.2971354,0.546875
35,2014-09-08 18:25:00+00:00,3.1114864,3.1840262,3.1840262,52,73,52,73,0.03307292,0.51875
35,2014-09-08 18:25:00+00:00,3.7201834,3.9196723,3.9196723,52,73,73,94,0.3825521,0.5570313
35,2014-09-08 18:25:00+00:00,3.435526,3.303626,3.303626,52,73,94,115,0.7466146,0.53164065
37,2014-09-16 19:15:00+00:00,2.71968,3.0715766,3.0715766,31,52,31,52,-0.3046875,0.04140625
37,2014-09-16 19:15:00+00:00,2.7265153,2.5701935,2.5701935,31,52,52,73,0.030208334,0.03046875
37,2014-09-16 19:15:00+00:00,1.8428233,2.3315191,2.3315191,52,73,31,52,-0.3020833,0.54296875
